-35.17287366,-0.10583226400000001
-35.208919514,-0.259908578
-35.244667202,-0.414054172
-35.280081672,-0.568277112
-35.315132204,-0.7225823
-35.349843946,-0.87696468
-35.384286812,-1.031411016
-35.418238756,-1.1859353320000001
-35.451578404,-1.3405461280000002
-35.484307806,-1.4952427860000002
-35.516430908000004,-1.650024542
-35.547951654,-1.80489064
-35.578873994000006,-1.959840314
-35.60920187,-2.114872806
-35.638939232000006,-2.269987354
-35.668090022,-2.425183198
-35.69665819,-2.5804595760000004
-35.72464768,-2.7358157280000004
-35.752062438,-2.8912508920000004
-35.778906410000005,-3.046764308
-35.805183542,-3.2023552160000004
-35.83089778,-3.358022852
-35.856053072,-3.5137664600000003
-35.880653364000004,-3.669585274
-35.904702598,-3.8254785360000003
-35.928204724000004,-3.9814454840000004
-35.951163688,-4.137485358
-35.973583434,-4.293597396
-35.995467908,-4.449780836
-36.016821058,-4.606034922
-36.03764683,-4.7623588880000005
-36.05794917,-4.918751974
-36.077732022,-5.075213422000001
-36.096999332,-5.231742468
-36.115755050000004,-5.388338352000001
-36.13400312,-5.545000314
-36.151747486,-5.701727592000001
-36.168992096000004,-5.858519426000001
-36.185740896,-6.015375054
-36.201997832,-6.172293716
-36.21776685,-6.32927465
-36.23305189800001,-6.4863170960000005
-36.247856918000004,-6.643420294000001
-36.262185858,-6.80058348
-36.276042666,-6.957805896000001
-36.289431286,-7.1150867820000006
-36.302355664,-7.272425374
-36.314819746000005,-7.429820912
-36.32682748,-7.587272636000001
-36.338382810000006,-7.744779784000001
-36.349489682000005,-7.902341595999999
-36.360152044,-8.05995731
-36.370373840000006,-8.217626166
-36.380159018,-8.375347404000001
-36.389511524,-8.533120262
-36.398435302,-8.690943978
-36.4069343,-8.848817792
-36.415012462,-9.006740944
-36.422673736,-9.164712672
-36.429922068,-9.322732216
-36.436761404,-9.480798816
-36.443195687999996,-9.638911708000002
-36.449228870000006,-9.797070132000002
-36.454864892,-9.95527333
-36.460107702,-10.113520536000001
-36.464961246,-10.271810994
-36.469429472,-10.430143942
-36.473516322,-10.588518616000002
-36.477225746,-10.746934260000002
-36.480561686,-10.905390108
-36.483528092,-11.063885402
-36.486128908000005,-11.222419382
-36.48836808,-11.380991284
-36.490249556,-11.53960035
-36.49177728,-11.698245816
-36.492955200000004,-11.856926924
-36.493787258,-12.015642914
-36.494277406,-12.17439302
-36.494429584,-12.333176486000001
-36.494247744,-12.49199255
-36.493735828000005,-12.650840448
-36.492897782,-12.809719424
-36.491737554000004,-12.968628712000001
-36.49025909,-13.127567556
-36.488466336,-13.286535192
-36.486363236,-13.44553086
-36.48395374,-13.604553798000001
